ID,Claim Date,CarBrand,VehAge,DrivAge,Location,Claim Amt2,Age Criteria 
D3032761,25/08/23,BMW,0,44,JEDDAH,1385,34 to 44
F3032762,04/10/23,BMW,0,44,JEDDAH,1076,34 to 44
H3032769,29/12/23,HYUNDAI,0,35,JEDDAH,1417,34 to 44
B3032770,06/10/23,HYUNDAI,0,35,JEDDAH,1939,34 to 44
C3032782,27/12/23,KIA,0,58,JEDDAH,1436,45 to 59
R3032783,05/04/23,KIA,0,58,JEDDAH,731,45 to 59
D3032812,02/06/23,KIA,2,37,JEDDAH,761,34 to 44
F3032813,20/10/23,KIA,2,37,JEDDAH,881,34 to 44
H3033104,28/02/23,NISSAN,1,36,JEDDAH,970,34 to 44
B3033105,07/08/23,NISSAN,1,36,JEDDAH,1038,34 to 44
C3033119,08/11/23,TOYOTA,0,50,JEDDAH,1120,45 to 59
R3033163,03/05/23,TOYOTA,1,39,JEDDAH,1508,34 to 44
D3033289,23/11/23,TOYOTA,0,51,JEDDAH,1257,45 to 59
F3033290,25/12/23,TOYOTA,0,51,JEDDAH,735,45 to 59
H3033316,01/04/23,TOYOTA,0,28,JEDDAH,768,28 to 33
B3033317,15/11/23,TOYOTA,0,28,JEDDAH,1119,28 to 33
C3033318,09/01/23,TOYOTA,0,28,JEDDAH,1568,28 to 33
R3033319,07/06/23,TOYOTA,0,30,JEDDAH,789,28 to 33
D3033344,23/01/23,TOYOTA,10,26,RYIADH,1447,23 to 27 
F3033348,04/11/23,TOYOTA,0,28,JEDDAH,1433,28 to 33
H3033349,08/04/23,TOYOTA,0,28,JEDDAH,707,28 to 33
B3033445,08/10/23,KIA,1,29,JEDDAH,1091,28 to 33
C3033493,29/10/23,HYUNDAI,0,49,JEDDAH,1013,45 to 59
R3033494,27/10/23,HYUNDAI,0,49,JEDDAH,1589,45 to 59
D3033569,10/12/23,HYUNDAI,0,35,JEDDAH,1564,34 to 44
F3033570,26/12/23,HYUNDAI,0,35,JEDDAH,2161,34 to 44
H3033571,01/02/23,HYUNDAI,0,35,JEDDAH,1077,34 to 44
B3033580,15/09/23,TOYOTA,1,42,JEDDAH,1324,34 to 44
C3034115,27/05/23,NISSAN,1,23,RYIADH,1412,23 to 27 
R3034220,02/12/23,KIA,0,35,JEDDAH,1471,34 to 44
D3034257,30/12/23,BMW,4,26,DAMMAM,1559,23 to 27 
F3034313,22/03/23,HYUNDAI,0,39,JEDDAH,1038,34 to 44
H3034382,09/11/23,KIA,2,38,JEDDAH,1377,34 to 44
B3034494,13/12/23,KIA,2,40,DAMMAM,733,34 to 44
C3034505,29/08/23,BMW,0,61,JEDDAH,1254,60+ Aged
R3034522,15/05/23,HYUNDAI,0,52,JEDDAH,1391,45 to 59
D3034525,14/06/23,KIA,0,42,JEDDAH,1438,34 to 44
F3034540,01/04/23,KIA,7,49,RYIADH,1115,45 to 59
H3034649,27/06/23,BMW,0,33,JEDDAH,968,28 to 33
B3034673,12/01/23,BMW,0,53,JEDDAH,1119,45 to 59
C3034678,14/04/23,HYUNDAI,0,73,JEDDAH,1279,60+ Aged
R3034682,28/03/23,HYUNDAI,0,60,JEDDAH,1034,60+ Aged
D3034740,21/03/23,TOYOTA,1,44,JEDDAH,1143,34 to 44
F3034744,31/12/23,TOYOTA,1,53,JEDDAH,1148,45 to 59
H3035193,06/02/23,KIA,1,30,JEDDAH,983,28 to 33
B3035196,10/06/23,KIA,1,30,JEDDAH,1429,28 to 33
C3035198,28/11/23,KIA,0,30,JEDDAH,775,28 to 33
R3035199,17/06/23,KIA,0,30,JEDDAH,1143,28 to 33
D3035814,03/03/23,BMW,7,28,JEDDAH,1428,28 to 33
F3035815,14/03/23,BMW,7,28,JEDDAH,1506,28 to 33
H3036899,07/02/23,NISSAN,7,49,JEDDAH,1505,45 to 59
B3036900,24/01/23,NISSAN,7,49,JEDDAH,728,45 to 59
C3037057,18/02/23,HYUNDAI,4,61,JEDDAH,1033,60+ Aged
R3037058,08/03/23,HYUNDAI,4,61,JEDDAH,1386,60+ Aged
D3037323,15/02/23,BMW,1,62,JEDDAH,906,60+ Aged
F3037325,27/09/23,BMW,1,62,JEDDAH,1021,60+ Aged
H3037326,22/04/23,BMW,1,62,JEDDAH,987,60+ Aged
B3037594,18/07/23,KIA,10,43,JEDDAH,1419,34 to 44
C3037596,05/07/23,KIA,10,43,JEDDAH,1424,34 to 44
R3038396,19/10/23,BMW,1,74,JEDDAH,949,60+ Aged
D3038397,22/09/23,BMW,1,74,JEDDAH,791,60+ Aged
F3038415,19/03/23,KIA,15,22,RYIADH,1571,18 to 22
H3038417,02/05/23,KIA,10,22,RYIADH,1147,18 to 22
B3038418,08/12/23,KIA,10,22,RYIADH,1078,18 to 22
C3038419,14/01/23,KIA,10,22,RYIADH,858,18 to 22
R3038533,02/10/23,BMW,1,31,JEDDAH,1282,28 to 33
D3038535,02/08/23,BMW,1,31,RYIADH,1012,28 to 33
F3038537,12/07/23,BMW,1,31,JEDDAH,1069,28 to 33
H3038547,03/05/23,HYUNDAI,1,53,JEDDAH,995,45 to 59
B3038549,21/04/23,HYUNDAI,1,53,JEDDAH,1084,45 to 59
C3038550,18/06/23,HYUNDAI,1,53,JEDDAH,795,45 to 59
R3038560,13/02/23,BMW,1,60,JEDDAH,1159,60+ Aged
D3038563,31/12/23,BMW,1,60,JEDDAH,925,60+ Aged
F3038899,14/04/23,KIA,1,54,JEDDAH,1384,45 to 59
H3038901,12/02/23,KIA,1,54,JEDDAH,1403,45 to 59
B3039022,18/11/23,NISSAN,7,30,RYIADH,905,28 to 33
C3039024,26/09/23,NISSAN,7,30,RYIADH,943,28 to 33
R3039174,14/10/23,BMW,1,72,JEDDAH,1484,60+ Aged
D3039176,01/04/23,BMW,1,72,JEDDAH,1577,60+ Aged
F3039369,29/09/23,TOYOTA,1,38,JEDDAH,838,34 to 44
H3039371,04/12/23,TOYOTA,1,38,JEDDAH,1051,34 to 44
B3039920,05/04/23,HYUNDAI,1,45,JEDDAH,1198,45 to 59
C3039921,18/04/23,HYUNDAI,1,45,JEDDAH,783,45 to 59
R3039927,06/11/23,HYUNDAI,3,38,RYIADH,874,34 to 44
D3039928,18/08/23,HYUNDAI,3,38,RYIADH,838,34 to 44
F3039968,22/09/23,BMW,1,54,JEDDAH,1235,45 to 59
H3039970,12/02/23,BMW,1,54,JEDDAH,1575,45 to 59
B3040067,20/05/23,TOYOTA,1,61,JEDDAH,1342,60+ Aged
C3040193,01/09/23,KIA,1,44,JEDDAH,1002,34 to 44
R3040195,25/04/23,KIA,1,44,JEDDAH,878,34 to 44
D3040355,09/12/23,BMW,1,27,JEDDAH,1287,23 to 27 
F3040356,14/07/23,BMW,1,27,JEDDAH,1006,23 to 27 
H3040524,13/06/23,KIA,1,34,JEDDAH,1103,34 to 44
B3040525,22/03/23,KIA,1,34,JEDDAH,1102,34 to 44
C3040526,29/12/23,KIA,1,34,JEDDAH,5756,34 to 44
R3040617,28/10/23,KIA,1,31,JEDDAH,5971,28 to 33
D3040618,17/06/23,KIA,1,31,JEDDAH,6093,28 to 33
F3040619,21/02/23,KIA,1,31,JEDDAH,6454,28 to 33
H3040732,10/04/23,TOYOTA,4,24,JEDDAH,6645,23 to 27 
B3040733,06/05/23,TOYOTA,4,24,JEDDAH,5599,23 to 27 
C3040734,11/12/23,TOYOTA,4,24,JEDDAH,6674,23 to 27 
R3040735,18/09/23,TOYOTA,4,24,JEDDAH,6381,23 to 27 
D3040737,18/08/23,TOYOTA,4,24,JEDDAH,6789,23 to 27 
F3041215,08/08/23,KIA,1,42,JEDDAH,6123,34 to 44
H3041216,26/04/23,KIA,0,42,JEDDAH,5900,34 to 44
B3041217,16/09/23,KIA,0,42,JEDDAH,6637,34 to 44
C3041260,02/03/23,BMW,1,24,JEDDAH,6613,23 to 27 
R3041261,07/08/23,BMW,1,24,JEDDAH,6667,23 to 27 
D3041262,15/01/23,BMW,1,24,JEDDAH,5718,23 to 27 
F3041478,06/08/23,KIA,1,59,JEDDAH,6006,45 to 59
H3041479,03/06/23,KIA,0,59,JEDDAH,6816,45 to 59
B3041481,17/06/23,KIA,0,59,JEDDAH,6775,45 to 59
C3041916,18/03/23,KIA,1,32,JEDDAH,6620,28 to 33
R3041917,03/11/23,KIA,1,32,JEDDAH,6096,28 to 33
D3041919,10/08/23,KIA,1,32,JEDDAH,5975,28 to 33
F3042111,19/01/23,BMW,10,23,RYIADH,5793,23 to 27 
H3042112,08/04/23,BMW,10,23,RYIADH,6237,23 to 27 
B3042114,08/10/23,BMW,10,23,RYIADH,1266,23 to 27 
C3042115,22/09/23,BMW,10,23,RYIADH,6312,23 to 27 
R3042116,07/09/23,BMW,10,23,RYIADH,6669,23 to 27 
D3042259,01/11/23,NISSAN,0,45,JEDDAH,1335,45 to 59
F3042260,17/09/23,NISSAN,0,45,JEDDAH,1278,45 to 59
H3042262,22/11/23,NISSAN,0,45,JEDDAH,1292,45 to 59
B3042373,04/09/23,HYUNDAI,1,39,JEDDAH,5685,34 to 44
C3042374,06/04/23,HYUNDAI,1,39,JEDDAH,6474,34 to 44
R3042375,13/10/23,HYUNDAI,1,39,JEDDAH,5573,34 to 44
D3042377,03/06/23,HYUNDAI,1,39,JEDDAH,6266,34 to 44
F3042561,13/02/23,TOYOTA,5,59,JEDDAH,5570,45 to 59
H3042562,07/10/23,TOYOTA,5,59,JEDDAH,6456,45 to 59
B3042563,29/09/23,TOYOTA,5,59,JEDDAH,6214,45 to 59
C3042729,16/07/23,TOYOTA,3,27,DAMMAM,6477,23 to 27 
R3042730,23/11/23,TOYOTA,3,27,DAMMAM,6475,23 to 27 
D3042731,03/03/23,TOYOTA,3,27,DAMMAM,6123,23 to 27 
F3042746,08/01/23,HYUNDAI,4,57,JEDDAH,6593,45 to 59
H3042747,05/03/23,HYUNDAI,4,57,JEDDAH,5826,45 to 59
B3042760,08/09/23,BMW,10,33,RYIADH,6216,28 to 33
C3042761,10/06/23,BMW,10,33,RYIADH,6186,28 to 33
R3042762,17/07/23,BMW,10,33,RYIADH,6803,28 to 33
D3043741,10/09/23,HYUNDAI,1,38,RYIADH,6794,34 to 44
F3043824,31/07/23,HYUNDAI,3,22,JEDDAH,6670,18 to 22
H3043825,05/10/23,HYUNDAI,3,45,JEDDAH,6773,45 to 59
B3043826,09/12/23,HYUNDAI,3,45,JEDDAH,5737,45 to 59
C3043877,03/03/23,KIA,0,24,JEDDAH,6352,23 to 27 
R3043878,16/10/23,KIA,0,24,JEDDAH,6110,23 to 27 
D3044083,17/06/23,TOYOTA,3,28,JEDDAH,5552,28 to 33
F3044084,04/05/23,TOYOTA,4,29,JEDDAH,5532,28 to 33
H3044085,03/04/23,TOYOTA,4,29,JEDDAH,1279,28 to 33
B3044159,29/04/23,TOYOTA,0,28,JEDDAH,1282,28 to 33
C3044160,24/11/23,TOYOTA,0,28,JEDDAH,6780,28 to 33
R3044326,10/04/23,TOYOTA,10,37,DAMMAM,6023,34 to 44
D3044574,27/04/23,BMW,0,52,JEDDAH,1291,45 to 59
F3044575,04/12/23,BMW,0,52,JEDDAH,5725,45 to 59
H3044576,16/06/23,BMW,0,52,JEDDAH,6012,45 to 59
B3044581,11/09/23,NISSAN,0,23,JEDDAH,5894,23 to 27 
C3044582,19/09/23,NISSAN,0,23,JEDDAH,5660,23 to 27 
R3044583,01/01/23,NISSAN,0,23,JEDDAH,5981,23 to 27 
D3044618,14/09/23,HYUNDAI,0,57,JEDDAH,5758,45 to 59
F3044619,26/04/23,HYUNDAI,0,57,JEDDAH,5857,45 to 59
H3044620,19/01/23,HYUNDAI,0,57,JEDDAH,6723,45 to 59
B3044621,23/08/23,HYUNDAI,0,57,JEDDAH,5518,45 to 59
C3044676,06/01/23,KIA,0,64,JEDDAH,6602,60+ Aged
R3044752,27/08/23,NISSAN,10,24,RYIADH,6635,23 to 27 
D3044753,05/02/23,NISSAN,10,24,RYIADH,6060,23 to 27 
F3044754,28/06/23,NISSAN,10,24,RYIADH,6171,23 to 27 
H3044819,25/02/23,TOYOTA,0,33,JEDDAH,5572,28 to 33
B3044820,08/02/23,TOYOTA,0,33,JEDDAH,6828,28 to 33
C3044927,02/04/23,BMW,0,45,JEDDAH,5677,45 to 59
R3044928,23/07/23,BMW,0,45,JEDDAH,5653,45 to 59
D3044929,22/05/23,BMW,0,45,JEDDAH,6816,45 to 59
F3045085,03/08/23,KIA,0,54,JEDDAH,5854,45 to 59
H3045086,28/09/23,KIA,0,54,JEDDAH,3014,45 to 59
B3045244,12/02/23,BMW,0,48,JEDDAH,6227,45 to 59
C3045245,28/08/23,BMW,0,48,JEDDAH,6344,45 to 59
R3045309,29/01/23,KIA,0,60,JEDDAH,5889,60+ Aged
D3045392,01/06/23,KIA,0,25,JEDDAH,5887,23 to 27 
F3045393,21/04/23,KIA,0,25,JEDDAH,6713,23 to 27 
H3045394,01/01/23,KIA,0,25,JEDDAH,6630,23 to 27 
B3045408,01/01/23,HYUNDAI,0,43,JEDDAH,6569,34 to 44
C3045409,12/11/23,HYUNDAI,0,43,JEDDAH,5979,34 to 44
R3045456,07/03/23,HYUNDAI,1,22,JEDDAH,6329,18 to 22
D3045457,16/04/23,HYUNDAI,1,22,JEDDAH,6237,18 to 22
F3045645,17/03/23,HYUNDAI,0,63,JEDDAH,1274,60+ Aged
H3045695,28/08/23,BMW,0,39,JEDDAH,1125,34 to 44
B3051811,27/09/23,KIA,23,58,RYIADH,1959,45 to 59
C3053105,22/08/23,NISSAN,7,40,RYIADH,6257,34 to 44
R3053476,26/07/23,HYUNDAI,7,42,RYIADH,6891,34 to 44
D3053646,18/09/23,BMW,16,55,RYIADH,6231,45 to 59
F3054552,17/04/23,BMW,2,56,RYIADH,5900,45 to 59
H3055867,09/09/23,TOYOTA,5,43,RYIADH,6847,34 to 44
B3056696,14/02/23,HYUNDAI,8,25,RYIADH,5584,23 to 27 
C3061535,15/01/23,KIA,7,37,JEDDAH,5593,34 to 44
R3061536,04/09/23,KIA,7,37,JEDDAH,5883,34 to 44
D3062361,15/07/23,HYUNDAI,6,30,RYIADH,6623,28 to 33
F3063640,18/04/23,NISSAN,6,31,DAMMAM,6601,28 to 33
H3064037,28/09/23,NISSAN,4,31,RYIADH,5953,28 to 33
B3064038,02/08/23,NISSAN,4,31,RYIADH,5992,28 to 33
C3064087,28/08/23,TOYOTA,11,35,RYIADH,6458,34 to 44
R3068547,21/12/23,TOYOTA,18,33,RYIADH,6155,28 to 33
D3068756,21/05/23,NISSAN,9,30,RYIADH,6264,28 to 33
F3069720,28/07/23,KIA,7,41,RYIADH,6450,34 to 44
H3070402,03/05/23,BMW,4,29,RYIADH,5915,28 to 33
B3070403,05/09/23,BMW,4,29,RYIADH,6888,28 to 33
C3070656,21/10/23,BMW,2,30,RYIADH,6844,28 to 33
R3070657,15/08/23,BMW,2,30,RYIADH,6727,28 to 33
D3071089,07/07/23,KIA,6,30,RYIADH,5699,28 to 33
F3071090,25/02/23,KIA,6,30,RYIADH,1303,28 to 33
H3071505,24/03/23,HYUNDAI,4,59,DAMMAM,1272,45 to 59
B3071631,22/05/23,BMW,6,29,RYIADH,6589,28 to 33
C3073796,28/06/23,HYUNDAI,7,35,DAMMAM,5553,34 to 44
R3073873,12/04/23,BMW,4,45,DAMMAM,6352,45 to 59
D3073903,27/03/23,BMW,7,42,DAMMAM,6133,34 to 44
F3078514,21/03/23,KIA,2,71,RYIADH,5504,60+ Aged
H3078516,02/07/23,NISSAN,15,53,RYIADH,5986,45 to 59
B3078519,01/08/23,NISSAN,13,37,RYIADH,2668,34 to 44
C3078522,12/01/23,NISSAN,17,57,RYIADH,2948,45 to 59
R3078525,30/07/23,NISSAN,2,78,RYIADH,6489,60+ Aged
D3078531,22/02/23,TOYOTA,5,70,RYIADH,6816,60+ Aged
F3078533,18/06/23,NISSAN,16,76,RYIADH,5693,60+ Aged
H3078537,27/01/23,NISSAN,16,54,DAMMAM,6105,45 to 59
B3078539,28/02/23,TOYOTA,5,45,DAMMAM,6842,45 to 59
C3078541,02/11/23,TOYOTA,15,68,RYIADH,6034,60+ Aged
R3078543,29/06/23,HYUNDAI,5,38,RYIADH,6868,34 to 44
D3078546,26/04/23,BMW,7,38,RYIADH,6307,34 to 44
F3078548,06/12/23,HYUNDAI,9,53,RYIADH,6646,45 to 59
H3078555,17/07/23,NISSAN,10,67,RYIADH,5515,60+ Aged
B3078557,22/08/23,NISSAN,14,60,RYIADH,6045,60+ Aged
C3078559,23/10/23,KIA,7,54,RYIADH,6233,45 to 59
R3078563,18/02/23,HYUNDAI,7,30,RYIADH,6582,28 to 33
D3078565,20/10/23,KIA,2,76,RYIADH,5603,60+ Aged
F3078567,23/02/23,NISSAN,12,36,RYIADH,6218,34 to 44
H3078571,15/08/23,BMW,10,51,DAMMAM,6720,45 to 59
B3078580,08/05/23,NISSAN,10,43,RYIADH,6328,34 to 44
C3078582,12/07/23,NISSAN,13,52,RYIADH,5809,45 to 59
R3078584,11/07/23,NISSAN,9,52,RYIADH,6542,45 to 59
D3078590,05/04/23,KIA,11,30,RYIADH,6057,28 to 33
F3078591,27/12/23,KIA,11,30,RYIADH,6858,28 to 33
H3078593,09/04/23,NISSAN,7,40,RYIADH,6728,34 to 44
B3078595,27/04/23,HYUNDAI,2,43,RYIADH,5545,34 to 44
C3078597,28/12/23,NISSAN,8,53,RYIADH,6735,45 to 59
R3078599,18/01/23,NISSAN,3,48,RYIADH,6434,45 to 59
D3078603,11/07/23,NISSAN,6,46,RYIADH,6747,45 to 59
F3078605,10/09/23,BMW,21,46,RYIADH,6739,45 to 59
H3078610,07/07/23,HYUNDAI,5,40,RYIADH,6324,34 to 44
B3078613,26/09/23,HYUNDAI,5,36,RYIADH,6283,34 to 44
C3078615,09/11/23,NISSAN,8,81,RYIADH,5757,60+ Aged
R3078617,13/07/23,NISSAN,11,79,RYIADH,6233,60+ Aged
D3078618,05/06/23,NISSAN,11,79,RYIADH,6419,60+ Aged
F3078620,29/05/23,NISSAN,5,48,RYIADH,6636,45 to 59
H3078622,01/07/23,NISSAN,14,44,RYIADH,6503,34 to 44
B3078624,26/04/23,NISSAN,14,76,RYIADH,2678,60+ Aged
C3078631,20/08/23,HYUNDAI,9,63,RYIADH,6210,60+ Aged
R3078633,28/10/23,NISSAN,2,48,RYIADH,5992,45 to 59
D3078635,04/01/23,NISSAN,6,34,RYIADH,5877,34 to 44
F3078637,18/02/23,HYUNDAI,7,30,RYIADH,6153,28 to 33
H3078638,30/04/23,HYUNDAI,7,30,RYIADH,5609,28 to 33
B3078646,27/04/23,NISSAN,11,28,RYIADH,5530,28 to 33
C3078648,10/10/23,TOYOTA,9,35,RYIADH,6592,34 to 44
R3078653,14/04/23,BMW,5,33,RYIADH,6692,28 to 33
D3078654,14/03/23,BMW,5,33,RYIADH,5813,28 to 33
F3078659,11/09/23,NISSAN,4,38,RYIADH,1291,34 to 44
H3078663,29/06/23,KIA,9,25,RYIADH,6646,23 to 27 
B3078664,24/09/23,KIA,9,25,RYIADH,6274,23 to 27 
C3078666,04/07/23,NISSAN,7,48,RYIADH,6663,45 to 59
R3078667,19/02/23,NISSAN,7,48,RYIADH,6585,45 to 59
D3078669,19/05/23,NISSAN,7,23,RYIADH,5694,23 to 27 
F3078672,25/04/23,HYUNDAI,22,45,RYIADH,6029,45 to 59
H3078677,17/04/23,HYUNDAI,2,23,RYIADH,5519,23 to 27 
B3080552,20/04/23,BMW,16,66,RYIADH,6755,60+ Aged
C3081890,26/08/23,BMW,14,40,RYIADH,6842,34 to 44
R3081983,02/02/23,BMW,4,34,JEDDAH,6394,34 to 44
D3082129,28/03/23,TOYOTA,11,63,RYIADH,6585,60+ Aged
F3082715,09/03/23,BMW,7,72,RYIADH,1333,60+ Aged
H3083008,04/05/23,HYUNDAI,5,32,DAMMAM,5994,28 to 33
B3083946,02/11/23,TOYOTA,3,51,RYIADH,6181,45 to 59
C3083977,01/01/23,KIA,4,52,RYIADH,5851,45 to 59
R3084023,14/06/23,HYUNDAI,14,37,RYIADH,6760,34 to 44
D3084127,09/07/23,HYUNDAI,2,37,RYIADH,5685,34 to 44
F3087186,24/06/23,HYUNDAI,7,85,RYIADH,5861,60+ Aged
H3089562,16/09/23,HYUNDAI,20,40,RYIADH,6249,34 to 44
B3090742,28/04/23,KIA,4,33,RYIADH,5850,28 to 33
C3090761,28/10/23,TOYOTA,2,35,JEDDAH,2351,34 to 44
R3090773,02/05/23,BMW,2,42,DAMMAM,5504,34 to 44
D3090776,05/03/23,HYUNDAI,5,47,RYIADH,6369,45 to 59
F3090781,12/03/23,HYUNDAI,2,67,RYIADH,6231,60+ Aged
H3090803,26/02/23,HYUNDAI,7,32,RYIADH,6856,28 to 33
B3090816,16/06/23,HYUNDAI,7,46,DAMMAM,6304,45 to 59
C3090852,20/03/23,HYUNDAI,1,33,JEDDAH,5611,28 to 33
R3090853,19/09/23,HYUNDAI,1,33,JEDDAH,5782,28 to 33
D3090859,03/11/23,BMW,7,45,DAMMAM,5594,45 to 59
F3090860,17/06/23,BMW,7,45,DAMMAM,5549,45 to 59
H3090904,14/06/23,HYUNDAI,4,47,RYIADH,3049,45 to 59
B3090922,04/03/23,HYUNDAI,6,46,RYIADH,6756,45 to 59
C3090937,15/03/23,HYUNDAI,0,33,DAMMAM,6657,28 to 33
R3090938,28/08/23,HYUNDAI,0,33,DAMMAM,6272,28 to 33
D3091140,11/09/23,KIA,8,73,JEDDAH,5751,60+ Aged
F3094221,31/05/23,BMW,7,30,RYIADH,6720,28 to 33
H3094222,25/08/23,BMW,7,30,RYIADH,1271,28 to 33
B3095231,25/01/23,HYUNDAI,12,40,RYIADH,6504,34 to 44
C3098276,15/02/23,BMW,4,47,RYIADH,6022,45 to 59
R3098984,16/05/23,HYUNDAI,15,34,RYIADH,6827,34 to 44
D3098985,18/05/23,HYUNDAI,15,34,RYIADH,5537,34 to 44
F3099801,15/03/23,KIA,13,42,RYIADH,6068,34 to 44
H3100424,26/09/23,NISSAN,10,45,JEDDAH,5763,45 to 59
B3100492,15/11/23,TOYOTA,7,37,RYIADH,5839,34 to 44
C3102285,17/05/23,BMW,4,32,RYIADH,6222,28 to 33
R3102288,09/12/23,HYUNDAI,5,24,DAMMAM,6769,23 to 27 
D3102291,22/10/23,NISSAN,16,59,RYIADH,6378,45 to 59
F3102293,26/05/23,NISSAN,13,54,RYIADH,5619,45 to 59
H3102295,27/01/23,KIA,5,71,RYIADH,6468,60+ Aged
B3102296,21/02/23,KIA,5,71,RYIADH,5854,60+ Aged
C3102298,25/05/23,HYUNDAI,4,46,RYIADH,6823,45 to 59
R3102299,27/10/23,HYUNDAI,4,46,RYIADH,5912,45 to 59
D3102301,04/08/23,BMW,5,36,RYIADH,6137,34 to 44
F3102303,13/03/23,NISSAN,11,68,RYIADH,6343,60+ Aged
H3102307,18/01/23,KIA,11,51,RYIADH,1338,45 to 59
B3102309,02/04/23,NISSAN,13,61,RYIADH,1258,60+ Aged
C3102311,11/05/23,BMW,5,25,RYIADH,1295,23 to 27 
R3102315,19/08/23,HYUNDAI,2,43,DAMMAM,969.5,34 to 44
D3102317,31/10/23,NISSAN,32,39,DAMMAM,977,34 to 44
F3102325,19/10/23,BMW,3,35,RYIADH,705.5,34 to 44
H3102327,06/12/23,HYUNDAI,7,62,RYIADH,708.75,60+ Aged
B3102330,16/06/23,HYUNDAI,12,51,RYIADH,648.75,45 to 59
C3102332,21/06/23,HYUNDAI,3,30,RYIADH,648.75,28 to 33
R3102337,01/08/23,KIA,14,49,RYIADH,765,45 to 59
D3102339,21/02/23,BMW,10,31,RYIADH,793,28 to 33
F3102342,27/06/23,BMW,9,48,RYIADH,1136,45 to 59
H3102345,27/09/23,BMW,3,59,RYIADH,782,45 to 59
B3102347,24/03/23,TOYOTA,3,47,RYIADH,1081,45 to 59
C3102351,18/07/23,BMW,4,27,RYIADH,6802,23 to 27 
R3102354,07/11/23,HYUNDAI,14,63,RYIADH,5850,60+ Aged
D3102356,18/01/23,HYUNDAI,6,63,RYIADH,1291,60+ Aged
F3102362,14/11/23,KIA,4,36,RYIADH,6681,34 to 44
H3102365,27/04/23,NISSAN,6,80,RYIADH,6036,60+ Aged
B3102367,05/10/23,TOYOTA,3,49,RYIADH,5602,45 to 59
C3102377,11/08/23,KIA,5,33,RYIADH,6372,28 to 33
R3102381,28/01/23,BMW,3,47,DAMMAM,6565,45 to 59
D3102384,17/09/23,NISSAN,8,25,RYIADH,5562,23 to 27 
F3102386,14/09/23,NISSAN,3,57,RYIADH,6829,45 to 59
H3102393,24/12/23,BMW,13,33,RYIADH,6549,28 to 33
B3102399,30/09/23,TOYOTA,2,47,RYIADH,6299,45 to 59
C3102856,05/11/23,KIA,1,60,RYIADH,6207,60+ Aged
R3102857,26/12/23,KIA,1,60,RYIADH,5583,60+ Aged
D3103041,08/07/23,BMW,11,24,RYIADH,5650,23 to 27 
F3103042,07/08/23,BMW,11,24,RYIADH,6452,23 to 27 
H3105058,06/12/23,HYUNDAI,12,34,RYIADH,6518,34 to 44
B3105059,14/03/23,HYUNDAI,12,34,RYIADH,5994,34 to 44
C3105247,18/08/23,HYUNDAI,11,48,RYIADH,6319,45 to 59
R3105248,22/04/23,HYUNDAI,11,48,RYIADH,6807,45 to 59
D3107629,22/04/23,TOYOTA,7,52,JEDDAH,6548,45 to 59
F3108291,21/12/23,BMW,5,56,RYIADH,6490,45 to 59
H3108379,21/09/23,KIA,9,47,JEDDAH,5886,45 to 59
B3108380,05/04/23,KIA,9,47,JEDDAH,5657,45 to 59
C3108702,04/05/23,TOYOTA,3,34,RYIADH,6220,34 to 44
R3109108,20/01/23,KIA,3,29,RYIADH,5808,28 to 33
D3112949,19/03/23,HYUNDAI,1,66,DAMMAM,6867,60+ Aged
F3112995,05/02/23,HYUNDAI,6,29,RYIADH,5835,28 to 33
H3113000,03/05/23,HYUNDAI,1,37,RYIADH,5618,34 to 44
B3113009,26/11/23,NISSAN,11,54,RYIADH,5513,45 to 59
C3113013,20/04/23,KIA,10,24,RYIADH,5689,23 to 27 
R3113014,30/09/23,KIA,10,24,RYIADH,5987,23 to 27 
D3113018,27/07/23,BMW,6,48,RYIADH,6561,45 to 59
F3113020,05/08/23,BMW,10,35,RYIADH,6124,34 to 44
H3113024,05/01/23,TOYOTA,19,27,RYIADH,6625,23 to 27 
B3113025,29/04/23,TOYOTA,19,27,RYIADH,6837,23 to 27 
C3113033,28/12/23,TOYOTA,3,26,RYIADH,6639,23 to 27 
R3113035,29/04/23,HYUNDAI,3,32,RYIADH,6011,28 to 33
D3113036,23/05/23,HYUNDAI,3,32,RYIADH,6737,28 to 33
F3113038,28/04/23,HYUNDAI,15,39,RYIADH,6818,34 to 44
H3113041,29/01/23,NISSAN,9,49,DAMMAM,6584,45 to 59
B3113047,21/12/23,BMW,6,48,RYIADH,5928,45 to 59
C3113050,25/04/23,NISSAN,6,26,RYIADH,6050,23 to 27 
R3113054,14/01/23,NISSAN,15,30,RYIADH,6144,28 to 33
D3113059,16/01/23,BMW,8,44,RYIADH,5708,34 to 44
F3113061,31/07/23,TOYOTA,3,34,JEDDAH,6771,34 to 44
H3113062,03/03/23,TOYOTA,3,34,JEDDAH,6362,34 to 44
B3113064,29/04/23,HYUNDAI,8,35,RYIADH,6010,34 to 44
C3113065,10/05/23,HYUNDAI,8,35,RYIADH,6254,34 to 44
R3113069,29/09/23,NISSAN,3,83,RYIADH,5670,60+ Aged
D3113072,22/06/23,KIA,11,73,RYIADH,6327,60+ Aged
F3113082,21/01/23,NISSAN,13,70,RYIADH,5969,60+ Aged
H3113085,17/09/23,HYUNDAI,5,55,RYIADH,6144,45 to 59
B3113088,27/07/23,NISSAN,5,40,RYIADH,6698,34 to 44
